input,time
4,8.799999704933725e-06
8,1.9733333829208277e-05
16,4.303333359227205e-05
32,0.00011046666683493338
64,0.00020249999943189323
128,0.0005204000008234289
256,0.0014619333329998578
512,0.0029511333329234426
1024,0.006936833332777799
2048,0.014815933333617673
4096,0.033447899999979804
