input,time
4,9.999999747378752e-06
8,1.0133332883318266e-05
16,4.150000010364844e-05
32,0.00016846666646112377
64,0.000675533333075388
128,0.0029850666657390925
256,0.011673266666548443
512,0.04708173333286444
1024,0.1926893999995324
2048,0.7642409333335914
4096,2.965385599999839
