input,time
100,0.0005524000002878893
500,0.017137499999989814
1000,0.07939059999989695
1500,0.18576440000015282
3000,0.7570341000000553
5000,2.131192600000304
8000,5.4544092000001
10000,8.64712580000014
20000,34.92764320000015
30000,79.79980079999996
