input,time
100,5.200000032345997e-06
500,2.6599999728205148e-05
1000,5.689999989044736e-05
1500,8.70000003487803e-05
3000,0.0001791999998204119
5000,0.00030169999990903307
8000,0.00048210000022663735
10000,0.0006098000003476045
20000,0.0012538000000859029
30000,0.001835400000345544
